GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ADQ001
"G1801370","1850","Indiana","180","Ripley","1370","Ripley",14820
"G1801390","1850","Indiana","180","Rush","1390","Rush",16445
"G1801410","1850","Indiana","180","St Joseph","1410","St Joseph",10954
"G1801430","1850","Indiana","180","Scott","1430","Scott",5885
"G1801450","1850","Indiana","180","Shelby","1450","Shelby",15502
"G1801470","1850","Indiana","180","Spencer","1470","Spencer",8616
"G1801490","1850","Indiana","180","Starke","1490","Starke",557
"G1801510","1850","Indiana","180","Steuben","1510","Steuben",6104
"G1801530","1850","Indiana","180","Sullivan","1530","Sullivan",10141
"G1801550","1850","Indiana","180","Switzerland","1550","Switzerland",12932
"G1801570","1850","Indiana","180","Tippecanoe","1570","Tippecanoe",19377
"G1801590","1850","Indiana","180","Tipton","1590","Tipton",3532
"G1801610","1850","Indiana","180","Union","1610","Union",6944
"G1801630","1850","Indiana","180","Vanderburgh","1630","Vanderburgh",11414
"G1801650","1850","Indiana","180","Vermillion","1650","Vermillion",8661
"G1801670","1850","Indiana","180","Vigo","1670","Vigo",15289
"G1801690","1850","Indiana","180","Wabash","1690","Wabash",12138
"G1801710","1850","Indiana","180","Warren","1710","Warren",7387
"G1801730","1850","Indiana","180","Warrick","1730","Warrick",8811
"G1801750","1850","Indiana","180","Washington","1750","Washington",17040
"G1801770","1850","Indiana","180","Wayne","1770","Wayne",25320
"G1801790","1850","Indiana","180","Wells","1790","Wells",6152
"G1801810","1850","Indiana","180","White","1810","White",4761
"G1801830","1850","Indiana","180","Whitley","1830","Whitley",5190
"G1900050","1850","Iowa","190","Allamakee","0050","Allamakee",777
"G1900070","1850","Iowa","190","Appanoose","0070","Appanoose",3131
"G1900110","1850","Iowa","190","Benton","0110","Benton",672
"G1900130","1850","Iowa","190","Black Hawk","0130","Black Hawk",135
"G1900150","1850","Iowa","190","Boone","0150","Boone",735
"G1900190","1850","Iowa","190","Buchanan","0190","Buchanan",517
"G1900310","1850","Iowa","190","Cedar","0310","Cedar",3941
"G1900390","1850","Iowa","190","Clarke","0390","Clarke",79
"G1900430","1850","Iowa","190","Clayton","0430","Clayton",3873
"G1900450","1850","Iowa","190","Clinton","0450","Clinton",2822
"G1900490","1850","Iowa","190","Dallas","0490","Dallas",854
"G1900510","1850","Iowa","190","Davis","0510","Davis",7264
"G1900530","1850","Iowa","190","Decatur","0530","Decatur",965
"G1900550","1850","Iowa","190","Delaware","0550","Delaware",1759
"G1900570","1850","Iowa","190","Des Moines","0570","Des Moines",12988
"G1900610","1850","Iowa","190","Dubuque","0610","Dubuque",10841
"G1900650","1850","Iowa","190","Fayette","0650","Fayette",825
"G1900710","1850","Iowa","190","Fremont","0710","Fremont",1244
"G1900870","1850","Iowa","190","Henry","0870","Henry",8707
"G1900950","1850","Iowa","190","Iowa","0950","Iowa",822
"G1900970","1850","Iowa","190","Jackson","0970","Jackson",7210
"G1900990","1850","Iowa","190","Jasper","0990","Jasper",1280
"G1901010","1850","Iowa","190","Jefferson","1010","Jefferson",9904
"G1901030","1850","Iowa","190","Johnson","1030","Johnson",4472
"G1901050","1850","Iowa","190","Jones","1050","Jones",3007
"G1901070","1850","Iowa","190","Keokuk","1070","Keokuk",4822
"G1901110","1850","Iowa","190","Lee","1110","Lee",18861
"G1901130","1850","Iowa","190","Linn","1130","Linn",5444
"G1901150","1850","Iowa","190","Louisa","1150","Louisa",4939
"G1901170","1850","Iowa","190","Lucas","1170","Lucas",471
"G1901210","1850","Iowa","190","Madison","1210","Madison",1179
"G1901230","1850","Iowa","190","Mahaska","1230","Mahaska",5989
"G1901250","1850","Iowa","190","Marion","1250","Marion",5482
"G1901270","1850","Iowa","190","Marshall","1270","Marshall",338
"G1901350","1850","Iowa","190","Monroe","1350","Monroe",2884
"G1901390","1850","Iowa","190","Muscatine","1390","Muscatine",5731
"G1901450","1850","Iowa","190","Page","1450","Page",551
"G1901530","1850","Iowa","190","Polk","1530","Polk",4513
"G1901550","1850","Iowa","190","Pottawattamie","1550","Pottawattamie",7828
"G1901570","1850","Iowa","190","Poweshiek","1570","Poweshiek",615
"G1901630","1850","Iowa","190","Scott","1630","Scott",5986
"G1901710","1850","Iowa","190","Tama","1710","Tama",8
"G1901730","1850","Iowa","190","Taylor","1730","Taylor",204
"G1901770","1850","Iowa","190","Van Buren","1770","Van Buren",12270
"G1901790","1850","Iowa","190","Wapello","1790","Wapello",8471
"G1901810","1850","Iowa","190","Warren","1810","Warren",961
"G1901830","1850","Iowa","190","Washington","1830","Washington",4957
"G1901850","1850","Iowa","190","Wayne","1850","Wayne",340
"G1901910","1850","Iowa","190","Winneshiek","1910","Winneshiek",546
"G2100010","1850","Kentucky","210","Adair","0010","Adair",9898
"G2100030","1850","Kentucky","210","Allen","0030","Allen",8742
"G2100050","1850","Kentucky","210","Anderson","0050","Anderson",6260
"G2100070","1850","Kentucky","210","Ballard","0070","Ballard",5496
"G2100090","1850","Kentucky","210","Barren","0090","Barren",20240
"G2100110","1850","Kentucky","210","Bath","0110","Bath",12115
"G2100150","1850","Kentucky","210","Boone","0150","Boone",11185
"G2100170","1850","Kentucky","210","Bourbon","0170","Bourbon",14466
"G2100210","1850","Kentucky","210","Boyle","0210","Boyle",9116
"G2100230","1850","Kentucky","210","Bracken","0230","Bracken",8903
"G2100250","1850","Kentucky","210","Breathitt","0250","Breathitt",3785
"G2100270","1850","Kentucky","210","Breckinridge","0270","Breckinridge",10593
"G2100290","1850","Kentucky","210","Bullitt","0290","Bullitt",6774
"G2100310","1850","Kentucky","210","Butler","0310","Butler",5755
"G2100330","1850","Kentucky","210","Caldwell","0330","Caldwell",13048
"G2100350","1850","Kentucky","210","Calloway","0350","Calloway",8096
"G2100370","1850","Kentucky","210","Campbell","0370","Campbell",13127
"G2100410","1850","Kentucky","210","Carroll","0410","Carroll",5526
"G2100430","1850","Kentucky","210","Carter","0430","Carter",6241
"G2100450","1850","Kentucky","210","Casey","0450","Casey",6556
"G2100470","1850","Kentucky","210","Christian","0470","Christian",19580
"G2100490","1850","Kentucky","210","Clark","0490","Clark",12683
"G2100510","1850","Kentucky","210","Clay","0510","Clay",5421
"G2100530","1850","Kentucky","210","Clinton","0530","Clinton",4889
"G2100550","1850","Kentucky","210","Crittenden","0550","Crittenden",6351
"G2100570","1850","Kentucky","210","Cumberland","0570","Cumberland",7005
"G2100590","1850","Kentucky","210","Daviess","0590","Daviess",12362
"G2100610","1850","Kentucky","210","Edmonson","0610","Edmonson",4088
"G2100650","1850","Kentucky","210","Estill","0650","Estill",5985
"G2100670","1850","Kentucky","210","Fayette","0670","Fayette",22735
"G2100690","1850","Kentucky","210","Fleming","0690","Fleming",13914
"G2100710","1850","Kentucky","210","Floyd","0710","Floyd",5714
"G2100730","1850","Kentucky","210","Franklin","0730","Franklin",12462
"G2100750","1850","Kentucky","210","Fulton","0750","Fulton",4446
"G2100770","1850","Kentucky","210","Gallatin","0770","Gallatin",5137
"G2100790","1850","Kentucky","210","Garrard","0790","Garrard",10237
"G2100810","1850","Kentucky","210","Grant","0810","Grant",6531
"G2100830","1850","Kentucky","210","Graves","0830","Graves",11397
"G2100850","1850","Kentucky","210","Grayson","0850","Grayson",6837
"G2100870","1850","Kentucky","210","Green","0870","Green",9060
"G2100890","1850","Kentucky","210","Greenup","0890","Greenup",9654
"G2100910","1850","Kentucky","210","Hancock","0910","Hancock",3853
"G2100930","1850","Kentucky","210","Hardin","0930","Hardin",14525
"G2100950","1850","Kentucky","210","Harlan","0950","Harlan",4268
"G2100970","1850","Kentucky","210","Harrison","0970","Harrison",13064
"G2100990","1850","Kentucky","210","Hart","0990","Hart",9093
"G2101010","1850","Kentucky","210","Henderson","1010","Henderson",12171
"G2101030","1850","Kentucky","210","Henry","1030","Henry",11442
"G2101050","1850","Kentucky","210","Hickman","1050","Hickman",4791
"G2101070","1850","Kentucky","210","Hopkins","1070","Hopkins",12441
"G2101110","1850","Kentucky","210","Jefferson","1110","Jefferson",59831
"G2101130","1850","Kentucky","210","Jessamine","1130","Jessamine",10249
"G2101150","1850","Kentucky","210","Johnson","1150","Johnson",3873
"G2101170","1850","Kentucky","210","Kenton","1170","Kenton",17038
"G2101210","1850","Kentucky","210","Knox","1210","Knox",7050
"G2101230","1850","Kentucky","210","Larue","1230","Larue",5859
"G2101250","1850","Kentucky","210","Laurel","1250","Laurel",4145
"G2101270","1850","Kentucky","210","Lawrence","1270","Lawrence",6281
"G2101330","1850","Kentucky","210","Letcher","1330","Letcher",2512
"G2101350","1850","Kentucky","210","Lewis","1350","Lewis",7202
"G2101370","1850","Kentucky","210","Lincoln","1370","Lincoln",10093
"G2101390","1850","Kentucky","210","Livingston","1390","Livingston",6578
"G2101410","1850","Kentucky","210","Logan","1410","Logan",16581
"G2101450","1850","Kentucky","210","McCracken","1450","Mccracken",6067
"G2101510","1850","Kentucky","210","Madison","1510","Madison",15727
"G2101550","1850","Kentucky","210","Marion","1550","Marion",11765
"G2101570","1850","Kentucky","210","Marshall","1570","Marshall",5269
"G2101610","1850","Kentucky","210","Mason","1610","Mason",18344
"G2101630","1850","Kentucky","210","Meade","1630","Meade",7393
"G2101670","1850","Kentucky","210","Mercer","1670","Mercer",14067
"G2101710","1850","Kentucky","210","Monroe","1710","Monroe",7756
"G2101730","1850","Kentucky","210","Montgomery","1730","Montgomery",9903
"G2101750","1850","Kentucky","210","Morgan","1750","Morgan",7620
"G2101770","1850","Kentucky","210","Muhlenberg","1770","Muhlenberg",9809
"G2101790","1850","Kentucky","210","Nelson","1790","Nelson",14789
"G2101810","1850","Kentucky","210","Nicholas","1810","Nicholas",10361
"G2101830","1850","Kentucky","210","Ohio","1830","Ohio",9749
"G2101850","1850","Kentucky","210","Oldham","1850","Oldham",7629
"G2101870","1850","Kentucky","210","Owen","1870","Owen",10444
"G2101890","1850","Kentucky","210","Owsley","1890","Owsley",3774
"G2101910","1850","Kentucky","210","Pendleton","1910","Pendleton",6774
"G2101930","1850","Kentucky","210","Perry","1930","Perry",3092
"G2101950","1850","Kentucky","210","Pike","1950","Pike",5365
"G2101990","1850","Kentucky","210","Pulaski","1990","Pulaski",14195
"G2102030","1850","Kentucky","210","Rockcastle","2030","Rockcastle",4697
"G2102070","1850","Kentucky","210","Russell","2070","Russell",5349
"G2102090","1850","Kentucky","210","Scott","2090","Scott",14946
"G2102110","1850","Kentucky","210","Shelby","2110","Shelby",17095
"G2102130","1850","Kentucky","210","Simpson","2130","Simpson",7733
"G2102150","1850","Kentucky","210","Spencer","2150","Spencer",6842
"G2102170","1850","Kentucky","210","Taylor","2170","Taylor",7250
"G2102190","1850","Kentucky","210","Todd","2190","Todd",12268
"G2102210","1850","Kentucky","210","Trigg","2210","Trigg",10129
"G2102230","1850","Kentucky","210","Trimble","2230","Trimble",5963
"G2102250","1850","Kentucky","210","Union","2250","Union",9012
"G2102270","1850","Kentucky","210","Warren","2270","Warren",15123
"G2102290","1850","Kentucky","210","Washington","2290","Washington",12194
"G2102310","1850","Kentucky","210","Wayne","2310","Wayne",8692
"G2102350","1850","Kentucky","210","Whitley","2350","Whitley",7447
"G2102390","1850","Kentucky","210","Woodford","2390","Woodford",12423
"G2200050","1850","Louisiana","220","Ascension","0050","Ascension",10752
"G2200070","1850","Louisiana","220","Assumption","0070","Assumption",10538
"G2200090","1850","Louisiana","220","Avoyelles","0090","Avoyelles",9326
"G2200130","1850","Louisiana","220","Bienville","0130","Bienville",5539
"G2200150","1850","Louisiana","220","Bossier","0150","Bossier",6962
"G2200170","1850","Louisiana","220","Caddo","0170","Caddo",8884
"G2200190","1850","Louisiana","220","Calcasieu","0190","Calcasieu",3914
"G2200210","1850","Louisiana","220","Caldwell","0210","Caldwell",2815
"G2200235","1850","Louisiana","220","Carroll","0235","Carroll",8789
"G2200250","1850","Louisiana","220","Catahoula","0250","Catahoula",7132
"G2200270","1850","Louisiana","220","Claiborne","0270","Claiborne",7471
"G2200290","1850","Louisiana","220","Concordia","0290","Concordia",7758
"G2200310","1850","Louisiana","220","De Soto","0310","De Soto",8023
"G2200330","1850","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",11977
"G2200370","1850","Louisiana","220","East Feliciana","0370","East Feliciana",13598
"G2200410","1850","Louisiana","220","Franklin","0410","Franklin",3251
"G2200470","1850","Louisiana","220","Iberville","0470","Iberville",12278
"G2200490","1850","Louisiana","220","Jackson","0490","Jackson",5566
"G2200510","1850","Louisiana","220","Jefferson","0510","Jefferson",25093
"G2200550","1850","Louisiana","220","Lafayette","0550","Lafayette",6720
"G2200570","1850","Louisiana","220","Lafourche","0570","Lafourche",9532
"G2200630","1850","Louisiana","220","Livingston","0630","Livingston",3385
"G2200650","1850","Louisiana","220","Madison","0650","Madison",8773
"G2200670","1850","Louisiana","220","Morehouse","0670","Morehouse",3913
"G2200690","1850","Louisiana","220","Natchitoches","0690","Natchitoches",14228
"G2200710","1850","Louisiana","220","Orleans","0710","Orleans",119460
"G2200730","1850","Louisiana","220","Ouachita","0730","Ouachita",5008
"G2200750","1850","Louisiana","220","Plaquemines","0750","Plaquemines",7390
"G2200770","1850","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",11339
"G2200790","1850","Louisiana","220","Rapides","0790","Rapides",16561
"G2200850","1850","Louisiana","220","Sabine","0850","Sabine",4515
"G2200870","1850","Louisiana","220","St Bernard","0870","St Bernard",3802
"G2200890","1850","Louisiana","220","St Charles","0890","St Charles",5120
"G2200910","1850","Louisiana","220","St Helena","0910","St Helena",4561
"G2200930","1850","Louisiana","220","St James","0930","St James",11098
"G2200950","1850","Louisiana","220","St John The Baptist","0950","St John The Baptist",7317
"G2200970","1850","Louisiana","220","St Landry","0970","St Landry",22253
"G2200990","1850","Louisiana","220","St Martin","0990","St Martin",11761
"G2201010","1850","Louisiana","220","St Mary","1010","St Mary",13697
"G2201030","1850","Louisiana","220","St Tammany","1030","St Tammany",6364
"G2201070","1850","Louisiana","220","Tensas","1070","Tensas",9040
"G2201090","1850","Louisiana","220","Terrebonne","1090","Terrebonne",7724
"G2201110","1850","Louisiana","220","Union","1110","Union",8203
"G2201130","1850","Louisiana","220","Vermillion","1130","Vermillion",3409
"G2201170","1850","Louisiana","220","Washington","1170","Washington",3408
"G2201210","1850","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",6270
"G2201250","1850","Louisiana","220","West Feliciana","1250","West Feliciana",13245
"G2300030","1850","Maine","230","Aroostook","0030","Aroostook",12529
"G2300050","1850","Maine","230","Cumberland","0050","Cumberland",79538
"G2300070","1850","Maine","230","Franklin","0070","Franklin",20027
"G2300090","1850","Maine","230","Hancock","0090","Hancock",34372
"G2300110","1850","Maine","230","Kennebec","0110","Kennebec",62521
"G2300150","1850","Maine","230","Lincoln","0150","Lincoln",74875
"G2300170","1850","Maine","230","Oxford","0170","Oxford",39763
"G2300190","1850","Maine","230","Penobscot","0190","Penobscot",63089
"G2300210","1850","Maine","230","Piscataquis","0210","Piscataquis",14735
"G2300250","1850","Maine","230","Somerset","0250","Somerset",35581
"G2300270","1850","Maine","230","Waldo","0270","Waldo",47230
"G2300290","1850","Maine","230","Washington","0290","Washington",38811
"G2300310","1850","Maine","230","York","0310","York",60098
"G2400010","1850","Maryland","240","Allegany","0010","Allegany",22769
"G2400030","1850","Maryland","240","Anne Arundel","0030","Anne Arundel",32393
"G2400050","1850","Maryland","240","Baltimore","0050","Baltimore",210646
"G2400090","1850","Maryland","240","Calvert","0090","Calvert",9646
"G2400110","1850","Maryland","240","Caroline","0110","Caroline",9692
"G2400130","1850","Maryland","240","Carroll","0130","Carroll",20616
"G2400150","1850","Maryland","240","Cecil","0150","Cecil",18939
"G2400170","1850","Maryland","240","Charles","0170","Charles",16162
"G2400190","1850","Maryland","240","Dorchester","0190","Dorchester",18877
"G2400210","1850","Maryland","240","Frederick","0210","Frederick",40987
"G2400250","1850","Maryland","240","Harford","0250","Harford",19356
"G2400290","1850","Maryland","240","Kent","0290","Kent",11386
"G2400310","1850","Maryland","240","Montgomery","0310","Montgomery",15860
"G2400330","1850","Maryland","240","Prince Georges","0330","Prince Georges",21549
"G2400350","1850","Maryland","240","Queen Anne's","0350","Queen Anne's",14484
"G2400370","1850","Maryland","240","St Mary's","0370","St Mary's",13698
"G2400390","1850","Maryland","240","Somerset","0390","Somerset",22456
"G2400410","1850","Maryland","240","Talbot","0410","Talbot",13811
"G2400430","1850","Maryland","240","Washington","0430","Washington",30848
"G2400470","1850","Maryland","240","Worcester","0470","Worcester",18859
"G2500010","1850","Massachusetts","250","Barnstable","0010","Barnstable",35276
"G2500030","1850","Massachusetts","250","Berkshire","0030","Berkshire",49591
"G2500050","1850","Massachusetts","250","Bristol","0050","Bristol",76192
"G2500070","1850","Massachusetts","250","Dukes","0070","Dukes",4540
"G2500090","1850","Massachusetts","250","Essex","0090","Essex",131300
"G2500110","1850","Massachusetts","250","Franklin","0110","Franklin",30870
"G2500130","1850","Massachusetts","250","Hampden","0130","Hampden",51283
"G2500150","1850","Massachusetts","250","Hampshire","0150","Hampshire",35732
"G2500170","1850","Massachusetts","250","Middlesex","0170","Middlesex",161383
"G2500190","1850","Massachusetts","250","Nantucket","0190","Nantucket",8452
"G2500210","1850","Massachusetts","250","Norfolk","0210","Norfolk",78892
"G2500230","1850","Massachusetts","250","Plymouth","0230","Plymouth",55697
"G2500250","1850","Massachusetts","250","Suffolk","0250","Suffolk",144517
"G2500270","1850","Massachusetts","250","Worcester","0270","Worcester",130789
"G2600050","1850","Michigan","260","Allegan","0050","Allegan",5125
"G2600150","1850","Michigan","260","Barry","0150","Barry",5072
"G2600210","1850","Michigan","260","Berrien","0210","Berrien",11417
"G2600230","1850","Michigan","260","Branch","0230","Branch",12472
"G2600250","1850","Michigan","260","Calhoun","0250","Calhoun",19162
"G2600270","1850","Michigan","260","Cass","0270","Cass",10907
"G2600330","1850","Michigan","260","Chippewa","0330","Chippewa",898
"G2600370","1850","Michigan","260","Clinton","0370","Clinton",5102
"G2600450","1850","Michigan","260","Eaton","0450","Eaton",7058
"G2600490","1850","Michigan","260","Genesee","0490","Genesee",12031
"G2600590","1850","Michigan","260","Hillsdale","0590","Hillsdale",16159
"G2600610","1850","Michigan","260","Houghton","0610","Houghton",708
"G2600630","1850","Michigan","260","Huron","0630","Huron",210
"G2600650","1850","Michigan","260","Ingham","0650","Ingham",8631
"G2600670","1850","Michigan","260","Ionia","0670","Ionia",7597
"G2600750","1850","Michigan","260","Jackson","0750","Jackson",19431
"G2600770","1850","Michigan","260","Kalamazoo","0770","Kalamazoo",13179
"G2600810","1850","Michigan","260","Kent","0810","Kent",12016
"G2600870","1850","Michigan","260","Lapeer","0870","Lapeer",7029
"G2600910","1850","Michigan","260","Lenawee","0910","Lenawee",26372
"G2600930","1850","Michigan","260","Livingston","0930","Livingston",13485
"G2600990","1850","Michigan","260","Macomb","0990","Macomb",15530
"G2601030","1850","Michigan","260","Marquette","1030","Marquette",136
"G2601050","1850","Michigan","260","Mason","1050","Mason",93
"G2601095","1850","Michigan","260","Michilimackinac","1095","Michilimackinac",3598
"G2601110","1850","Michigan","260","Midland","1110","Midland",65
"G2601150","1850","Michigan","260","Monroe","1150","Monroe",14698
"G2601170","1850","Michigan","260","Montcalm","1170","Montcalm",891
"G2601230","1850","Michigan","260","Newaygo","1230","Newaygo",510
"G2601250","1850","Michigan","260","Oakland","1250","Oakland",31270
"G2601270","1850","Michigan","260","Oceana","1270","Oceana",300
"G2601310","1850","Michigan","260","Ontonagon","1310","Ontonagon",389
"G2601390","1850","Michigan","260","Ottawa","1390","Ottawa",5587
"G2601450","1850","Michigan","260","Saginaw","1450","Saginaw",2609
"G2601470","1850","Michigan","260","St Clair","1470","St Clair",10420
"G2601490","1850","Michigan","260","St Joseph","1490","St Joseph",12725
"G2601510","1850","Michigan","260","Sanilac","1510","Sanilac",2112
"G2601530","1850","Michigan","260","Schoolcraft","1530","Schoolcraft",16
"G2601550","1850","Michigan","260","Shiawassee","1550","Shiawassee",5230
"G2601570","1850","Michigan","260","Tuscola","1570","Tuscola",291
"G2601590","1850","Michigan","260","Van Buren","1590","Van Buren",5800
"G2601610","1850","Michigan","260","Washtenaw","1610","Washtenaw",28567
"G2601630","1850","Michigan","260","Wayne","1630","Wayne",42756
"G2750015","1850","Minnesota Territory","275","Benton","0015","Benton",418
"G2750035","1850","Minnesota Territory","275","Dakotah","0035","Dakotah",584
"G2750055","1850","Minnesota Territory","275","Itasca","0055","Itasca",97
"G2750075","1850","Minnesota Territory","275","Mankahta","0075","Mankahta",158
"G2750095","1850","Minnesota Territory","275","Pembina","0095","Pembina",1134
"G2750115","1850","Minnesota Territory","275","Ramsey","0115","Ramsey",2227
"G2750135","1850","Minnesota Territory","275","Wabasha","0135","Wabasha",243
"G2750155","1850","Minnesota Territory","275","Wahnahta","0155","Wahnahta",160
"G2750165","1850","Minnesota Territory","275","Wahnahta-Mankahta [multi-county reporting area]","0165","Wahnahta-Mankahta (multi-county reporting area)",
"G2750175","1850","Minnesota Territory","275","Washington","0175","Washington",1056
"G2800010","1850","Mississippi","280","Adams","0010","Adams",18601
"G2800050","1850","Mississippi","280","Amite","0050","Amite",9694
"G2800070","1850","Mississippi","280","Attala","0070","Attala",10991
"G2800110","1850","Mississippi","280","Bolivar","0110","Bolivar",2577
"G2800150","1850","Mississippi","280","Carroll","0150","Carroll",18491
"G2800170","1850","Mississippi","280","Chickasaw","0170","Chickasaw",16369
"G2800190","1850","Mississippi","280","Choctaw","0190","Choctaw",11402
"G2800210","1850","Mississippi","280","Claiborne","0210","Claiborne",14941
"G2800230","1850","Mississippi","280","Clarke","0230","Clarke",5477
"G2800270","1850","Mississippi","280","Coahoma","0270","Coahoma",2780
"G2800290","1850","Mississippi","280","Copiah","0290","Copiah",11794
"G2800310","1850","Mississippi","280","Covington","0310","Covington",3338
"G2800330","1850","Mississippi","280","De Soto","0330","De Soto",19042
"G2800370","1850","Mississippi","280","Franklin","0370","Franklin",5904
"G2800410","1850","Mississippi","280","Greene","0410","Greene",2018
"G2800450","1850","Mississippi","280","Hancock","0450","Hancock",3672
"G2800470","1850","Mississippi","280","Harrison","0470","Harrison",4875
"G2800490","1850","Mississippi","280","Hinds","0490","Hinds",25340
"G2800510","1850","Mississippi","280","Holmes","0510","Holmes",13928
"G2800550","1850","Mississippi","280","Issaquena","0550","Issaquena",4478
"G2800570","1850","Mississippi","280","Itawamba","0570","Itawamba",13528
"G2800590","1850","Mississippi","280","Jackson","0590","Jackson",3196
"G2800610","1850","Mississippi","280","Jasper","0610","Jasper",6184
"G2800630","1850","Mississippi","280","Jefferson","0630","Jefferson",13193
"G2800670","1850","Mississippi","280","Jones","0670","Jones",2164
"G2800690","1850","Mississippi","280","Kemper","0690","Kemper",12517
"G2800710","1850","Mississippi","280","Lafayette","0710","Lafayette",14069
"G2800750","1850","Mississippi","280","Lauderdale","0750","Lauderdale",8717
"G2800770","1850","Mississippi","280","Lawrence","0770","Lawrence",6478
"G2800790","1850","Mississippi","280","Leake","0790","Leake",5533
"G2800870","1850","Mississippi","280","Lowndes","0870","Lowndes",19544
"G2800890","1850","Mississippi","280","Madison","0890","Madison",18173
"G2800910","1850","Mississippi","280","Marion","0910","Marion",4410
"G2800930","1850","Mississippi","280","Marshall","0930","Marshall",29689
"G2800950","1850","Mississippi","280","Monroe","0950","Monroe",21172
"G2800990","1850","Mississippi","280","Neshoba","0990","Neshoba",4728
"G2801010","1850","Mississippi","280","Newton","1010","Newton",4465
"G2801030","1850","Mississippi","280","Noxubee","1030","Noxubee",16299
"G2801050","1850","Mississippi","280","Oktibbeha","1050","Oktibbeha",9171
"G2801070","1850","Mississippi","280","Panola","1070","Panola",11444
"G2801110","1850","Mississippi","280","Perry","1110","Perry",2438
"G2801130","1850","Mississippi","280","Pike","1130","Pike",7360
"G2801150","1850","Mississippi","280","Pontotoc","1150","Pontotoc",17112
"G2801210","1850","Mississippi","280","Rankin","1210","Rankin",7227
"G2801230","1850","Mississippi","280","Scott","1230","Scott",3961
"G2801270","1850","Mississippi","280","Simpson","1270","Simpson",4734
"G2801290","1850","Mississippi","280","Smith","1290","Smith",4071
"G2801330","1850","Mississippi","280","Sunflower","1330","Sunflower",1102
"G2801350","1850","Mississippi","280","Tallahatchie","1350","Tallahatchie",4643
"G2801390","1850","Mississippi","280","Tippah","1390","Tippah",20741
"G2801410","1850","Mississippi","280","Tishomingo","1410","Tishomingo",15490
"G2801430","1850","Mississippi","280","Tunica","1430","Tunica",1314
"G2801490","1850","Mississippi","280","Warren","1490","Warren",18120
"G2801510","1850","Mississippi","280","Washington","1510","Washington",8389
"G2801530","1850","Mississippi","280","Wayne","1530","Wayne",2892
"G2801570","1850","Mississippi","280","Wilkinson","1570","Wilkinson",16914
"G2801590","1850","Mississippi","280","Winston","1590","Winston",7956
"G2801610","1850","Mississippi","280","Yalobusha","1610","Yalobusha",17258
"G2801630","1850","Mississippi","280","Yazoo","1630","Yazoo",14418
"G2900010","1850","Missouri","290","Adair","0010","Adair",2342
"G2900030","1850","Missouri","290","Andrew","0030","Andrew",9433
"G2900050","1850","Missouri","290","Atchison","0050","Atchison",1678
"G2900070","1850","Missouri","290","Audrain","0070","Audrain",3506
"G2900090","1850","Missouri","290","Barry","0090","Barry",3467
"G2900130","1850","Missouri","290","Bates","0130","Bates",3669
"G2900150","1850","Missouri","290","Benton","0150","Benton",5015
"G2900190","1850","Missouri","290","Boone","0190","Boone",14979
"G2900210","1850","Missouri","290","Buchanan","0210","Buchanan",12975
"G2900230","1850","Missouri","290","Butler","0230","Butler",1616
"G2900250","1850","Missouri","290","Caldwell","0250","Caldwell",2316
"G2900270","1850","Missouri","290","Callaway","0270","Callaway",13827
"G2900290","1850","Missouri","290","Camden","0290","Camden",2338
"G2900310","1850","Missouri","290","Cape Girardeau","0310","Cape Girardeau",13912
"G2900330","1850","Missouri","290","Carroll","0330","Carroll",5441
"G2900370","1850","Missouri","290","Cass","0370","Cass",6090
"G2900390","1850","Missouri","290","Cedar","0390","Cedar",3361
"G2900410","1850","Missouri","290","Chariton","0410","Chariton",7514
"G2900450","1850","Missouri","290","Clark","0450","Clark",5527
"G2900470","1850","Missouri","290","Clay","0470","Clay",10332
"G2900490","1850","Missouri","290","Clinton","0490","Clinton",3786
"G2900510","1850","Missouri","290","Cole","0510","Cole",6696
"G2900530","1850","Missouri","290","Cooper","0530","Cooper",12950
"G2900550","1850","Missouri","290","Crawford","0550","Crawford",6397
"G2900570","1850","Missouri","290","Dade","0570","Dade",4246
"G2900590","1850","Missouri","290","Dallas","0590","Dallas",3648
"G2900610","1850","Missouri","290","Daviess","0610","Daviess",5298
"G2900630","1850","Missouri","290","DeKalb","0630","De Kalb",2075
"G2900655","1850","Missouri","290","Dodge","0655","Dodge",375
"G2900690","1850","Missouri","290","Dunklin","0690","Dunklin",1229
"G2900710","1850","Missouri","290","Franklin","0710","Franklin",11021
"G2900730","1850","Missouri","290","Gasconade","0730","Gasconade",4996
"G2900750","1850","Missouri","290","Gentry","0750","Gentry",4248
"G2900770","1850","Missouri","290","Greene","0770","Greene",12785
"G2900790","1850","Missouri","290","Grundy","0790","Grundy",3006
"G2900810","1850","Missouri","290","Harrison","0810","Harrison",2447
"G2900830","1850","Missouri","290","Henry","0830","Henry",4052
"G2900850","1850","Missouri","290","Hickory","0850","Hickory",2329
"G2900870","1850","Missouri","290","Holt","0870","Holt",3957
"G2900890","1850","Missouri","290","Howard","0890","Howard",13969
"G2900950","1850","Missouri","290","Jackson","0950","Jackson",14000
"G2900970","1850","Missouri","290","Jasper","0970","Jasper",4223
"G2900990","1850","Missouri","290","Jefferson","0990","Jefferson",6928
"G2901010","1850","Missouri","290","Johnson","1010","Johnson",7464
